name,year,population,gdp_percap,life_exp,region,oecd,lat,long,income2017,Year-category,TotalGDP
Oman,1810,318000,917,32.3,asia,FALSE,21,57,high,1810,291606000
Qatar,1810,14092,1139,30.8,asia,FALSE,25.27932,51.52245,high,1810,16050788
Saudi Arabia,1810,2091000,852,32.1,asia,FALSE,25,45,high,1810,1781532000
Singapore,1810,30000,1022,29.1,asia,FALSE,1.28967,103.85007,high,1810,30660000
Taiwan,1810,2000000,997,28.3,asia,FALSE,24,121,high,1810,1994000000
United Arab Emirates,1810,40153,1036,30.7,asia,FALSE,23.75,54.5,high,1810,41598508
Bahrain,1820,64474,1346,30.3,asia,FALSE,26.03333,50.55,high,1820,86782004
Brunei,1820,2251,1516,29.2,asia,FALSE,4.5,114.66667,high,1820,3412516
"Hong Kong, China",1820,20928,1009,34.9,asia,FALSE,22.28552,114.15769,high,1820,21116352
Israel,1820,209954,882,32,asia,FALSE,31.5,34.75,high,1820,185179428
Kuwait,1820,81280,1182,26,asia,FALSE,29.36972,47.97833,high,1820,96072960
Oman,1820,320411,918,32.3,asia,FALSE,21,57,high,1820,294137298
Qatar,1820,14092,1182,30.8,asia,FALSE,25.27932,51.52245,high,1820,16656744
Saudi Arabia,1820,2103325,858,32.1,asia,FALSE,25,45,high,1820,1804652850
Singapore,1820,31761,1024,30.08,asia,FALSE,1.28967,103.85007,high,1820,32523264
Taiwan,1820,2016828,998,28.3,asia,FALSE,24,121,high,1820,2012794344
United Arab Emirates,1820,40153,1075,30.7,asia,FALSE,23.75,54.5,high,1820,43164475
Bahrain,1830,64474,1405,30.3,asia,FALSE,26.03333,50.55,high,1830,90585970
Brunei,1830,2632,1569,29.2,asia,FALSE,4.5,114.66667,high,1830,4129608
"Hong Kong, China",1830,23754,1032,34.9,asia,FALSE,22.28552,114.15769,high,1830,24514128
Israel,1830,209954,883,32,asia,FALSE,31.5,34.75,high,1830,185389382
Kuwait,1830,81280,1228,26,asia,FALSE,29.36972,47.97833,high,1830,99811840
Oman,1830,327296,957,32.3,asia,FALSE,21,57,high,1830,313222272
Qatar,1830,14092,1228,30.8,asia,FALSE,25.27932,51.52245,high,1830,17304976
Saudi Arabia,1830,2138414,868,32.1,asia,FALSE,25,45,high,1830,1856143352
Singapore,1830,37232,1047,34,asia,FALSE,1.28967,103.85007,high,1830,38981904
Taiwan,1830,2064942,1000,28.3,asia,FALSE,24,121,high,1830,2064942000
United Arab Emirates,1830,40153,1116,30.7,asia,FALSE,23.75,54.5,high,1830,44810748
Bahrain,1840,64474,1467,30.3,asia,FALSE,26.03333,50.55,high,1840,94583358
Brunei,1840,3231,1623,29.2,asia,FALSE,4.5,114.66667,high,1840,5243913
"Hong Kong, China",1840,28070,1056,34.9,asia,FALSE,22.28552,114.15769,high,1840,29641920
Israel,1840,209954,885,32,asia,FALSE,31.5,34.75,high,1840,185809290
Kuwait,1840,81280,1274,26,asia,FALSE,29.36972,47.97833,high,1840,103550720
Oman,1840,336812,998,32.3,asia,FALSE,21,57,high,1840,336138376
Qatar,1840,14092,1274,30.8,asia,FALSE,25.27932,51.52245,high,1840,17953208
Saudi Arabia,1840,2186704,879,32.1,asia,FALSE,25,45,high,1840,1922112816
Singapore,1840,45843,1070,34,asia,FALSE,1.28967,103.85007,high,1840,49052010
Taiwan,1840,2131599,1001,28.3,asia,FALSE,24,121,high,1840,2133730599
United Arab Emirates,1840,40153,1158,30.7,asia,FALSE,23.75,54.5,high,1840,46497174
Bahrain,1850,64474,1531,30.3,asia,FALSE,26.03333,50.55,high,1850,98709694
Brunei,1850,3966,1679,29.2,asia,FALSE,4.5,114.66667,high,1850,6658914
"Hong Kong, China",1850,38893,1080,34.9,asia,FALSE,22.28552,114.15769,high,1850,42004440
Israel,1850,214587,886,32,asia,FALSE,31.5,34.75,high,1850,190124082
Kuwait,1850,81280,1323,26,asia,FALSE,29.36972,47.97833,high,1850,107533440
Oman,1850,346606,1040,32.3,asia,FALSE,21,57,high,1850,360470240
Qatar,1850,14092,1323,30.8,asia,FALSE,25.27932,51.52245,high,1850,18643716
Saudi Arabia,1850,2236084,890,32.1,asia,FALSE,25,45,high,1850,1990114760
Singapore,1850,56355,1094,34,asia,FALSE,1.28967,103.85007,high,1850,61652370
Taiwan,1850,2200492,1003,28.3,asia,FALSE,24,121,high,1850,2207093476
United Arab Emirates,1850,40153,1203,30.7,asia,FALSE,23.75,54.5,high,1850,48304059
Bahrain,1860,64469,1715,30.3,asia,FALSE,26.03333,50.55,high,1860,110564335
Brunei,1860,4866,1737,29.2,asia,FALSE,4.5,114.66667,high,1860,8452242
"Hong Kong, China",1860,68983,1104,34.9,asia,FALSE,22.28552,114.15769,high,1860,76157232
Israel,1860,229141,887,32,asia,FALSE,31.5,34.75,high,1860,203248067
Kuwait,1860,81081,1373,26,asia,FALSE,29.36972,47.97833,high,1860,111324213
Oman,1860,356413,1084,32.3,asia,FALSE,21,57,high,1860,386351692
Qatar,1860,14031,1373,30.8,asia,FALSE,25.27932,51.52245,high,1860,19264563
Saudi Arabia,1860,2284384,901,32.1,asia,FALSE,25,45,high,1860,2058229984
Singapore,1860,69094,1119,34,asia,FALSE,1.28967,103.85007,high,1860,77316186
Taiwan,1860,2262464,1004,28.3,asia,FALSE,24,121,high,1860,2271513856
United Arab Emirates,1860,40222,1248,30.7,asia,FALSE,23.75,54.5,high,1860,50197056
Bahrain,1870,65421,1921,30.3,asia,FALSE,26.03333,50.55,high,1870,125673741
Brunei,1870,6184,1797,29.2,asia,FALSE,4.5,114.66667,high,1870,11112648
"Hong Kong, China",1870,116126,1129,34.9,asia,FALSE,22.28552,114.15769,high,1870,131106254
Israel,1870,252622,889,32,asia,FALSE,31.5,34.75,high,1870,224580958
Kuwait,1870,82082,1426,26,asia,FALSE,29.36972,47.97833,high,1870,117048932
Oman,1870,368037,1130,32.3,asia,FALSE,21,57,high,1870,415881810
Qatar,1870,14178,1426,30.8,asia,FALSE,25.27932,51.52245,high,1870,20217828
Saudi Arabia,1870,2339375,912,32.1,asia,FALSE,25,45,high,1870,2133510000
Singapore,1870,87515,1144,34,asia,FALSE,1.28967,103.85007,high,1870,100117160
Taiwan,1870,2326283,1006,28.3,asia,FALSE,24,121,high,1870,2340240698
United Arab Emirates,1870,40888,1296,30.7,asia,FALSE,23.75,54.5,high,1870,52990848
Bahrain,1880,68169,2152,30.36,asia,FALSE,26.03333,50.55,high,1880,146699688
Brunei,1880,8250,1859,29.13,asia,FALSE,4.5,114.66667,high,1880,15336750
"Hong Kong, China",1880,164427,1308,34.85,asia,FALSE,22.28552,114.15769,high,1880,215070516
Israel,1880,281441,940,31.93,asia,FALSE,31.5,34.75,high,1880,264554540
Kuwait,1880,85325,1648,26.15,asia,FALSE,29.36972,47.97833,high,1880,140615600
Oman,1880,382838,1225,32.32,asia,FALSE,21,57,high,1880,468976550
Qatar,1880,14710,1648,30.76,asia,FALSE,25.27932,51.52245,high,1880,24242080
Saudi Arabia,1880,2405920,935,32.82,asia,FALSE,25,45,high,1880,2249535200
Singapore,1880,116144,1508,34.03,asia,FALSE,1.28967,103.85007,high,1880,175145152
Taiwan,1880,2391807,1044,28.31,asia,FALSE,24,121,high,1880,2497046508
United Arab Emirates,1880,42682,1498,30.88,asia,FALSE,23.75,54.5,high,1880,63937636
Bahrain,1890,72044,2410,30.42,asia,FALSE,26.03333,50.55,high,1890,173626040
Brunei,1890,11271,1923,29.06,asia,FALSE,4.5,114.66667,high,1890,21674133
"Hong Kong, China",1890,218690,1516,34.79,asia,FALSE,22.28552,114.15769,high,1890,331534040
Israel,1890,316448,994,31.86,asia,FALSE,31.5,34.75,high,1890,314549312
Kuwait,1890,89960,1904,26.29,asia,FALSE,29.36972,47.97833,high,1890,171283840
Oman,1890,399817,1327,32.35,asia,FALSE,21,57,high,1890,530557159
Qatar,1890,15479,1904,30.71,asia,FALSE,25.27932,51.52245,high,1890,29472016
Saudi Arabia,1890,2480108,958,33.54,asia,FALSE,25,45,high,1890,2375943464
Singapore,1890,157723,1989,34.06,asia,FALSE,1.28967,103.85007,high,1890,313711047
Taiwan,1890,2495116,1083,28.32,asia,FALSE,24,121,high,1890,2702210628
United Arab Emirates,1890,45189,1731,31.06,asia,FALSE,23.75,54.5,high,1890,78222159
Bahrain,1900,76156,2700,30.49,asia,FALSE,26.03333,50.55,high,1900,205621200
Brunei,1900,15507,1989,28.98,asia,FALSE,4.5,114.66667,high,1900,30843423
"Hong Kong, China",1900,310113,1757,34.74,asia,FALSE,22.28552,114.15769,high,1900,544868541
Israel,1900,359084,1051,31.79,asia,FALSE,31.5,34.75,high,1900,377397284
Kuwait,1900,94866,2201,26.44,asia,FALSE,29.36972,47.97833,high,1900,208800066
Oman,1900,417606,1439,32.37,asia,FALSE,21,57,high,1900,600935034
Qatar,1900,16292,2201,30.67,asia,FALSE,25.27932,51.52245,high,1900,35858692
Saudi Arabia,1900,2556758,982,34.27,asia,FALSE,25,45,high,1900,2510736356
Singapore,1900,215875,2622,34.09,asia,FALSE,1.28967,103.85007,high,1900,566024250
Taiwan,1900,2809304,1123,28.33,asia,FALSE,24,121,high,1900,3154848392
United Arab Emirates,1900,47853,2001,31.24,asia,FALSE,23.75,54.5,high,1900,95753853
Bahrain,1910,80493,2717,30.55,asia,FALSE,26.03333,50.55,high,1910,218699481
Brunei,1910,21180,2057,28.91,asia,FALSE,4.5,114.66667,high,1910,43567260
"Hong Kong, China",1910,441726,2036,34.68,asia,FALSE,22.28552,114.15769,high,1910,899354136
Israel,1910,413270,1111,31.71,asia,FALSE,31.5,34.75,high,1910,459142970
Kuwait,1910,100027,2544,26.59,asia,FALSE,29.36972,47.97833,high,1910,254468688
Oman,1910,436153,1559,32.39,asia,FALSE,21,57,high,1910,679962527
Qatar,1910,17146,2544,30.63,asia,FALSE,25.27932,51.52245,high,1910,43619424
Saudi Arabia,1910,2635670,1007,34.99,asia,FALSE,25,45,high,1910,2654119690
Singapore,1910,294092,3254,34.12,asia,FALSE,1.28967,103.85007,high,1910,956975368
Taiwan,1910,3207794,1409,33.96,asia,FALSE,24,121,high,1910,4519781746
United Arab Emirates,1910,50668,2313,31.42,asia,FALSE,23.75,54.5,high,1910,117195084
Bahrain,1920,87362,2733,30.61,asia,FALSE,26.03333,50.55,high,1920,238760346
Brunei,1920,25463,2128,35.09,asia,FALSE,4.5,114.66667,high,1920,54185264
"Hong Kong, China",1920,637575,2308,34.63,asia,FALSE,22.28552,114.15769,high,1920,1471523100
Israel,1920,430747,1032,31.64,asia,FALSE,31.5,34.75,high,1920,444530904
Kuwait,1920,109287,2353,26.74,asia,FALSE,29.36972,47.97833,high,1920,257152311
Oman,1920,444065,1769,32.42,asia,FALSE,21,57,high,1920,785550985
Qatar,1920,18517,2301,30.58,asia,FALSE,25.27932,51.52245,high,1920,42607617
Saudi Arabia,1920,2737468,1036,35.71,asia,FALSE,25,45,high,1920,2836016848
Singapore,1920,395975,2384,34.15,asia,FALSE,1.28967,103.85007,high,1920,944004400
Taiwan,1920,3639512,1567,27.66,asia,FALSE,24,121,high,1920,5703115304
United Arab Emirates,1920,54702,2092,31.6,asia,FALSE,23.75,54.5,high,1920,114436584
Bahrain,1930,95898,2885,30.67,asia,FALSE,26.03333,50.55,high,1930,276665730
Brunei,1930,29451,2593,41.93,asia,FALSE,4.5,114.66667,high,1930,76366443
"Hong Kong, China",1930,822959,2605,43.55,asia,FALSE,22.28552,114.15769,high,1930,2143808195
Israel,1930,564900,2000,31.57,asia,FALSE,31.5,34.75,high,1930,1129800000
Kuwait,1930,121390,1863,26.88,asia,FALSE,29.36972,47.97833,high,1930,226149570
Oman,1930,447388,2115,32.44,asia,FALSE,21,57,high,1930,946225620
Qatar,1930,20267,1732,30.54,asia,FALSE,25.27932,51.52245,high,1930,35102444
Saudi Arabia,1930,2853763,1063,36.43,asia,FALSE,25,45,high,1930,3033550069
Singapore,1930,577477,3976,42.35,asia,FALSE,1.28967,103.85007,high,1930,2296048552
Taiwan,1930,4490299,2068,41.6,asia,FALSE,24,121,high,1930,9285938332
United Arab Emirates,1930,59497,1830,31.78,asia,FALSE,23.75,54.5,high,1930,108879510
Bahrain,1940,105269,5567,34.41,asia,FALSE,26.03333,50.55,high,1940,586032523
Brunei,1940,35616,12114,48.75,asia,FALSE,4.5,114.66667,high,1940,431452224
"Hong Kong, China",1940,1741134,2958,52.47,asia,FALSE,22.28552,114.15769,high,1940,5150274372
Israel,1940,877043,2147,42.05,asia,FALSE,31.5,34.75,high,1940,1883011321
Kuwait,1940,134833,1532,29.42,asia,FALSE,29.36972,47.97833,high,1940,206564156
Oman,1940,450736,2524,32.46,asia,FALSE,21,57,high,1940,1137657664
Qatar,1940,22182,1086,30.5,asia,FALSE,25.27932,51.52245,high,1940,24089652
Saudi Arabia,1940,2974998,1023,37.16,asia,FALSE,25,45,high,1940,3043422954
Singapore,1940,748655,5284,50.56,asia,FALSE,1.28967,103.85007,high,1940,3955893020
Taiwan,1940,5826786,2040,43.93,asia,FALSE,24,121,high,1940,11886643440
United Arab Emirates,1940,64712,1234,31.97,asia,FALSE,23.75,54.5,high,1940,79854608
Bahrain,1950,115611,16047,41.84,asia,FALSE,26.03333,50.55,high,1950,1855209717
Brunei,1950,48001,56560,55.52,asia,FALSE,4.5,114.66667,high,1950,2714936560
"Hong Kong, China",1950,1973998,3380,61.34,asia,FALSE,22.28552,114.15769,high,1950,6672113240
Israel,1950,1257971,4204,63.03,asia,FALSE,31.5,34.75,high,1950,5288510084
Kuwait,1950,153096,4434,53.59,asia,FALSE,29.36972,47.97833,high,1950,678827664
Oman,1950,456419,3009,34.39,asia,FALSE,21,57,high,1950,1373364771
Qatar,1950,25003,1603,53.01,asia,FALSE,25.27932,51.52245,high,1950,40079809
Saudi Arabia,1950,3121335,2306,48.35,asia,FALSE,25,45,high,1950,7197798510
Singapore,1950,1022096,5028,58.79,asia,FALSE,1.28967,103.85007,high,1950,5139098688
Taiwan,1950,7623360,1680,54.78,asia,FALSE,24,121,high,1950,12807244800
United Arab Emirates,1950,69588,1208,43.36,asia,FALSE,23.75,54.5,high,1950,84062304
Bahrain,1960,162427,22613,52.83,asia,FALSE,26.03333,50.55,high,1960,3672961751
Brunei,1960,81745,67009,61.04,asia,FALSE,4.5,114.66667,high,1960,5477650705
"Hong Kong, China",1960,3065187,4736,66.49,asia,FALSE,22.28552,114.15769,high,1960,14516725632
Israel,1960,2089889,6999,67.32,asia,FALSE,31.5,34.75,high,1960,14627133111
Kuwait,1960,269618,19295,63.16,asia,FALSE,29.36972,47.97833,high,1960,5202279310
Oman,1960,551740,4652,42.95,asia,FALSE,21,57,high,1960,2566694480
Qatar,1960,47384,15450,60.34,asia,FALSE,25.27932,51.52245,high,1960,732082800
Saudi Arabia,1960,4086539,10245,54.88,asia,FALSE,25,45,high,1960,41866592055
Singapore,1960,1633086,4992,65.99,asia,FALSE,1.28967,103.85007,high,1960,8152365312
Taiwan,1960,10701713,2569,64.64,asia,FALSE,24,121,high,1960,27492700697
United Arab Emirates,1960,92634,1767,54.98,asia,FALSE,23.75,54.5,high,1960,163684278
Bahrain,1970,212605,31354,64.75,asia,FALSE,26.03333,50.55,high,1970,6666017170
Brunei,1970,129583,79342,65.58,asia,FALSE,4.5,114.66667,high,1970,10281374386
"Hong Kong, China",1970,3873112,8596,70.76,asia,FALSE,22.28552,114.15769,high,1970,33293270752
Israel,1970,2849622,12226,69.6,asia,FALSE,31.5,34.75,high,1970,34839478572
Kuwait,1970,746767,53445,69.58,asia,FALSE,29.36972,47.97833,high,1970,39910962315
Oman,1970,723852,19458,50.67,asia,FALSE,21,57,high,1970,14084712216
Qatar,1970,109514,154685,67.38,asia,FALSE,25.27932,51.52245,high,1970,16940173090
Saudi Arabia,1970,5836389,45462,64.55,asia,FALSE,25,45,high,1970,2.65334E+11
Singapore,1970,2072290,10341,68.68,asia,FALSE,1.28967,103.85007,high,1970,21429550890
Taiwan,1970,14693153,5144,68.93,asia,FALSE,24,121,high,1970,75581579032
United Arab Emirates,1970,235499,41814,65.24,asia,FALSE,23.75,54.5,high,1970,9847155186
Bahrain,1980,359888,45199,70.36,asia,FALSE,26.03333,50.55,high,1980,16266577712
Brunei,1980,193949,131597,69.9,asia,FALSE,4.5,114.66667,high,1980,25523106553
"Hong Kong, China",1980,4915467,16005,74.53,asia,FALSE,22.28552,114.15769,high,1980,78672049335
Israel,1980,3744667,16661,73.62,asia,FALSE,31.5,34.75,high,1980,62389896887
Kuwait,1980,1372318,106747,71.91,asia,FALSE,29.36972,47.97833,high,1980,1.46491E+11
Oman,1980,1154379,21444,62.6,asia,FALSE,21,57,high,1980,24754503276
Qatar,1980,223775,130814,70.8,asia,FALSE,25.27932,51.52245,high,1980,29272902850
Saudi Arabia,1980,9740599,84322,71.06,asia,FALSE,25,45,high,1980,8.21347E+11
Singapore,1980,2411700,20895,71.58,asia,FALSE,1.28967,103.85007,high,1980,50392471500
Taiwan,1980,17717372,10661,71.84,asia,FALSE,24,121,high,1980,1.88885E+11
United Arab Emirates,1980,1042384,177522,70.84,asia,FALSE,23.75,54.5,high,1980,1.85046E+11
Bahrain,1990,495931,35578,69.76,asia,FALSE,26.03333,50.55,high,1990,17644233118
Brunei,1990,258785,84672,73.53,asia,FALSE,4.5,114.66667,high,1990,21911843520
"Hong Kong, China",1990,5781459,26974,78.02,asia,FALSE,22.28552,114.15769,high,1990,1.55949E+11
Israel,1990,4500475,19760,75.83,asia,FALSE,31.5,34.75,high,1990,88929386000
Kuwait,1990,2099615,36951,75.63,asia,FALSE,29.36972,47.97833,high,1990,77582873865
Oman,1990,1812160,35042,70.7,asia,FALSE,21,57,high,1990,63501710720
Qatar,1990,476445,70842,75.04,asia,FALSE,25.27932,51.52245,high,1990,33752316690
Saudi Arabia,1990,16326815,42457,72.07,asia,FALSE,25,45,high,1990,6.93188E+11
Singapore,1990,3012953,34340,75.48,asia,FALSE,1.28967,103.85007,high,1990,1.03465E+11
Taiwan,1990,20311698,20432,74.2,asia,FALSE,24,121,high,1990,4.15009E+11
United Arab Emirates,1990,1860174,111067,72.77,asia,FALSE,23.75,54.5,high,1990,2.06604E+11
Bahrain,2000,664614,45537,71.67,asia,FALSE,26.03333,50.55,high,2000,30264527718
Brunei,2000,333241,82050,76,asia,FALSE,4.5,114.66667,high,2000,27342424050
"Hong Kong, China",2000,6663654,34017,80.39,asia,FALSE,22.28552,114.15769,high,2000,2.26678E+11
Israel,2000,6013741,26090,78.46,asia,FALSE,31.5,34.75,high,2000,1.56899E+11
Kuwait,2000,2050741,69920,76.46,asia,FALSE,29.36972,47.97833,high,2000,1.43388E+11
Oman,2000,2267991,43966,74.55,asia,FALSE,21,57,high,2000,99714492306
Qatar,2000,592267,108324,75.31,asia,FALSE,25.27932,51.52245,high,2000,64156730508
Saudi Arabia,2000,20764312,43071,73.01,asia,FALSE,25,45,high,2000,8.9434E+11
Singapore,2000,3913960,51699,79.38,asia,FALSE,1.28967,103.85007,high,2000,2.02348E+11
Taiwan,2000,21840235,34205,76.33,asia,FALSE,24,121,high,2000,7.47045E+11
United Arab Emirates,2000,3154925,103224,74.83,asia,FALSE,23.75,54.5,high,2000,3.25664E+11
Bahrain,2010,1240862,41107,76.03,asia,FALSE,26.03333,50.55,high,2010,51008114234
Brunei,2010,388662,80553,77.08,asia,FALSE,4.5,114.66667,high,2010,31307890086
"Hong Kong, China",2010,7025221,48108,82.61,asia,FALSE,22.28552,114.15769,high,2010,3.37969E+11
Israel,2010,7425959,29600,81.42,asia,FALSE,31.5,34.75,high,2010,2.19808E+11
Kuwait,2010,2998083,75204,78.2,asia,FALSE,29.36972,47.97833,high,2010,2.25468E+11
Oman,2010,3041460,45335,76.09,asia,FALSE,21,57,high,2010,1.37885E+11
Qatar,2010,1779676,125141,79.52,asia,FALSE,25.27932,51.52245,high,2010,2.2271E+11
Saudi Arabia,2010,27425676,45421,75.13,asia,FALSE,25,45,high,2010,1.2457E+12
Singapore,2010,5074252,72105,82.69,asia,FALSE,1.28967,103.85007,high,2010,3.65879E+11
Taiwan,2010,23102406,39085,79.19,asia,FALSE,24,121,high,2010,9.02958E+11
United Arab Emirates,2010,8270684,57580,76.51,asia,FALSE,23.75,54.5,high,2010,4.76226E+11
China,1800,321675013,984,32,asia,FALSE,35,105,upper_mid,1800,3.16528E+11
Fiji,1800,130533,785,26.1,asia,FALSE,-18,178,upper_mid,1800,102468405
Iran,1800,6269721,976,25.6,asia,FALSE,32,53,upper_mid,1800,6119247696
Iraq,1800,1076920,969,31.2,asia,FALSE,33,44,upper_mid,1800,1043535480
Kazakhstan,1800,2041282,1140,26.2,asia,FALSE,48,68,upper_mid,1800,2327061480
Lebanon,1800,332000,1081,29.7,asia,FALSE,33.83333,35.83333,upper_mid,1800,358892000
Malaysia,1800,287000,997,30.6,asia,FALSE,2.5,112.5,upper_mid,1800,286139000
Maldives,1800,42378,842,32.65,asia,FALSE,3.2,73,upper_mid,1800,35682276
Samoa,1800,47300,1400,25.4,asia,FALSE,-13.8,-172.13333,upper_mid,1800,66220000
Thailand,1800,4665000,931,30.4,asia,FALSE,15.5,101,upper_mid,1800,4343115000
Tonga,1800,18658,663,28.2,asia,FALSE,-20,-175,upper_mid,1800,12370254
Turkmenistan,1800,367215,943,24,asia,FALSE,39.75,59.66667,upper_mid,1800,346283745
China,1810,350542958,985,32,asia,FALSE,35,105,upper_mid,1810,3.45285E+11
Fiji,1810,132682,786,26.1,asia,FALSE,-18,178,upper_mid,1810,104288052
Iran,1810,6413820,978,25.6,asia,FALSE,32,53,upper_mid,1810,6272715960
Iraq,1810,1084941,971,31.2,asia,FALSE,33,44,upper_mid,1810,1053477711
Kazakhstan,1810,2041282,1153,26.2,asia,FALSE,48,68,upper_mid,1810,2353598146
Lebanon,1810,332000,1090,29.7,asia,FALSE,33.83333,35.83333,upper_mid,1810,361880000
Malaysia,1810,287000,998,30.6,asia,FALSE,2.5,112.5,upper_mid,1810,286426000
Maldives,1810,42378,844,32.65,asia,FALSE,3.2,73,upper_mid,1810,35767032
Samoa,1810,47220,1402,25.4,asia,FALSE,-13.8,-172.13333,upper_mid,1810,66202440
Thailand,1810,4665000,932,30.4,asia,FALSE,15.5,101,upper_mid,1810,4347780000
Tonga,1810,18621,664,28.2,asia,FALSE,-20,-175,upper_mid,1810,12364344
Turkmenistan,1810,367215,954,24,asia,FALSE,39.75,59.66667,upper_mid,1810,350323110
China,1820,380055273,985,32,asia,FALSE,35,105,upper_mid,1820,3.74354E+11
Fiji,1820,134860,787,26.1,asia,FALSE,-18,178,upper_mid,1820,106134820
Iran,1820,6608508,980,25.6,asia,FALSE,32,53,upper_mid,1820,6476337840
Iraq,1820,1112536,972,31.2,asia,FALSE,33,44,upper_mid,1820,1081384992
Kazakhstan,1820,2091782,1167,26.2,asia,FALSE,48,68,upper_mid,1820,2441109594
Lebanon,1820,338427,1099,29.7,asia,FALSE,33.83333,35.83333,upper_mid,1820,371931273
Malaysia,1820,303530,1000,30.6,asia,FALSE,2.5,112.5,upper_mid,1820,303530000
Maldives,1820,43038,845,32.65,asia,FALSE,3.2,73,upper_mid,1820,36367110
Samoa,1820,47139,1404,25.4,asia,FALSE,-13.8,-172.13333,upper_mid,1820,66183156
Thailand,1820,4712187,934,30.4,asia,FALSE,15.5,101,upper_mid,1820,4401182658
Tonga,1820,18584,665,28.2,asia,FALSE,-20,-175,upper_mid,1820,12358360
Turkmenistan,1820,376333,965,24,asia,FALSE,39.75,59.66667,upper_mid,1820,363161345
China,1830,402373519,985,32,asia,FALSE,35,105,upper_mid,1830,3.96338E+11
Fiji,1830,137074,814,26.1,asia,FALSE,-18,178,upper_mid,1830,111578236
Iran,1830,6898130,998,25.6,asia,FALSE,32,53,upper_mid,1830,6884333740
Iraq,1830,1177768,1013,31.2,asia,FALSE,33,44,upper_mid,1830,1193078984
Kazakhstan,1830,2240213,1245,26.2,asia,FALSE,48,68,upper_mid,1830,2789065185
Lebanon,1830,357145,1177,29.7,asia,FALSE,33.83333,35.83333,upper_mid,1830,420359665
